SALE TYPE,HOME TYPE,ADDRESS,CITY,STATE,ZIP,LIST PRICE,BEDS,BATHS,LOCATION,SQFT,LOT SIZE,YEAR BUILT,PARKING SPOTS,PARKING TYPE,DAYS ON MARKET,STATUS,NEXT OPEN HOUSE DATE,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,RECENT REDUCTION DATE,ORIGINAL LIST PRICE,LAST SALE DATE,LAST SALE PRICE,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,LISTING ID,ORIGINAL SOURCE,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,IS SHORT SALE
MLS Listing,Vacant Land,No Address Provided,Rockford,AL,35136,78500,,,Coosa County,,1197900,,0,,47,Active,,,,2016-02-17,278500,,,http://www.redfin.com/AL/Rockford/Unknown-35136/unit-0/home/103674445,Greater Alabama MLS,739968,Keller Williams Metro South,N,Y,32.889643,-86.212106,false
MLS Listing,Ranch,357,Rockford,AL,35136,255000,3,2.0,,,130680,1973,0,,145,Active,,,,,255000,,,http://www.redfin.com/AL/Rockford/357-Highway-21-35136/home/101748586,Greater Alabama MLS,727135,"Area Real Estate, Inc.",N,Y,32.8946497,-86.2165827,false
MLS Listing,Single Family Residential,329,Rockford,AL,35136,194900,3,1.0,Lake Mitchell,,,1970,0,,145,Active,,,,,194900,,,http://www.redfin.com/AL/Rockford/329-Highway-21-35136/unit-A/home/101750722,Greater Alabama MLS,625824,RealtySouth-Chilton Office,N,Y,32.8946497,-86.2165827,false

